Name,Height,Weight,Season,Age,Team,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Ian Clark,75,175,2015-16,24,GSW,NBA,SG,66,578,11.5,0.544,0.416,0.168,2.6,9.7,6.3,15.3,1.4,1.7,16.5,19.5,0.3,0.6,0.9,0.075,-1.5,-0.4,-1.9,0
Ian Clark,75,175,2016-17,25,GSW,NBA,SG,77,1137,13.1,0.575,0.376,0.134,2.3,9,5.8,11.2,1.7,0.6,10.7,19.5,1,1.3,2.3,0.099,-1,-0.5,-1.5,0.1
Ian Clark,75,175,2017-18,26,NOP,NBA,SG,74,1455,9.4,0.529,0.394,0.119,0.8,8.4,4.7,10.4,1.1,0.5,9.9,17.2,0.3,0.8,1.1,0.037,-2.7,-0.8,-3.5,-0.6
Ian Clark,75,175,2018-19,27,NOP,NBA,SG,60,973,8.3,0.502,0.527,0.097,1.4,8,4.7,12.9,1.1,0.7,12.7,19.3,-0.4,0.3,-0.1,-0.003,-3.3,-1.8,-5.1,-0.8
Brandon Clarke,80,210,2019-20,23,MEM,NBA,PF,50,1086,21.8,0.67,0.127,0.228,7.7,20.3,14.1,10.1,1.1,3.3,9.3,19,3.1,1.3,4.4,0.192,2.8,0.7,3.5,1.5
Jordan Clarkson,76,194,2014-15,22,LAL,NBA,PG,59,1476,16.9,0.528,0.203,0.265,4,10.5,7.1,23.8,1.8,0.7,12.6,23,2,0.4,2.4,0.078,1.2,-0.9,0.2,0.8
Jordan Clarkson,76,194,2015-16,23,LAL,NBA,SG,79,2552,14.3,0.516,0.291,0.186,3.8,9.6,6.6,13.8,1.7,0.2,10.2,22.8,1.7,0.4,2.1,0.039,-0.1,-1.5,-1.6,0.2
Jordan Clarkson,76,194,2016-17,24,LAL,NBA,SG,82,2397,13.2,0.526,0.332,0.157,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,0.5,0.7,1.2,0.024,-0.9,-1.6,-2.5,-0.3
Jordan Clarkson,76,194,2017-18,25,TOT,NBA,SG,81,1888,16.4,0.542,0.333,0.199,3.3,9.1,6.2,19.3,1.5,0.3,10.9,26.5,1.9,1.2,3,0.077,1.5,-1.4,0.1,1
Jordan Clarkson,76,194,2018-19,26,CLE,NBA,SG,81,2214,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,2.1,-2.6,-0.5,0.8
Jordan Clarkson,76,194,2019-20,27,TOT,NBA,SG,63,1527,17.9,0.583,0.469,0.193,3.5,8.5,6,13.4,1.4,0.8,9.1,25.5,2.6,0.9,3.5,0.11,2.7,-1.1,1.6,1.4
Gian Clavell,76,185,2017-18,24,DAL,NBA,SG,7,64,7.4,0.53,0.833,0.111,1.7,10.8,6.1,6.7,1.6,0,9.6,14.8,0,0,0.1,0.042,-2.7,0.5,-2.2,0
Nicolas Claxton,NA,NA,2019-20,20,BRK,NBA,PF,15,187,14.9,0.577,0.146,0.438,10.7,13.4,12.1,12.6,0.3,3.5,13.6,14.8,0.3,0.2,0.5,0.124,-0.7,0,-0.7,0.1
Chris Clemons,69,180,2019-20,22,HOU,NBA,SG,29,251,12.6,0.546,0.746,0.056,1.2,8.4,4.8,13.5,1.1,1.7,11.6,24,0.1,0.2,0.2,0.046,0.4,-1.7,-1.3,0.1
Antonius Cleveland,77,195,2017-18,23,TOT,NBA,SG,17,123,4.5,0.486,0.19,0.286,2.7,10.2,6.3,2.2,2.8,3.6,22.8,11.1,-0.2,0.2,0,-0.006,-7.6,2.4,-5.2,-0.1
Antonius Cleveland,77,195,2019-20,25,DAL,NBA,SG,6,22,2.9,0.363,0.167,0.333,0,14,7.1,0,2.2,3.9,12.7,15.3,-0.1,0,0,-0.074,-8.9,0.7,-8.3,0
Amir Coffey,79,205,2019-20,22,LAC,NBA,SG,13,98,5.9,0.408,0.212,0.091,4.3,10.3,7.4,12.6,0.5,0.9,8,15.8,-0.1,0.1,0,0.009,-5.7,-1.1,-6.8,-0.1
John Collins,81,235,2017-18,20,ATL,NBA,PF,74,1785,18.3,0.62,0.086,0.341,11,22.8,16.9,8.9,1.3,3.8,14.3,17.9,3.4,2,5.4,0.145,-0.4,0.2,-0.2,0.8
John Collins,81,235,2018-19,21,ATL,NBA,PF,61,1829,21.8,0.627,0.19,0.32,12.3,22.1,17.1,11,0.6,1.8,11.2,23.7,5,1,6,0.158,2.8,-1.9,0.9,1.3
John Collins,81,235,2019-20,22,ATL,NBA,PF,41,1363,23.5,0.659,0.243,0.248,9,24,16.4,7.6,1.1,4.1,10.1,22.7,3.8,1.1,4.9,0.174,3.7,-0.7,3.1,1.7
Zach Collins,83,232,2017-18,20,POR,NBA,C,66,1045,7.5,0.475,0.391,0.145,4.7,18.2,11.5,7.1,0.8,2.4,15.9,15.4,-0.7,1.3,0.6,0.03,-4.5,0.2,-4.3,-0.6
Zach Collins,83,232,2018-19,21,POR,NBA,C,77,1356,13.5,0.562,0.303,0.315,8.8,16.5,12.7,7.1,0.9,3.9,14.5,16.6,1.4,1.5,2.9,0.104,-1.5,0.3,-1.2,0.3
Zach Collins,83,232,2019-20,22,POR,NBA,PF,3,86,9,0.624,0.368,0.316,4.9,9.5,7.2,9.1,0,2,21.7,13.6,0.1,0,0.1,0.045,-1.1,-0.7,-1.7,0
Kyle Collinsworth,78,210,2017-18,26,DAL,NBA,SF,32,480,10,0.433,0.172,0.404,7.2,18,12.4,16.4,1.8,1.7,17.1,13.3,-0.1,0.5,0.5,0.046,-3.6,0.9,-2.6,-0.1
Bonzie Colson,78,224,2018-19,23,MIL,NBA,SF,8,98,12.9,0.454,0.538,0.231,8.8,21.5,15.5,4,2.4,0.9,6.5,19.6,0,0.2,0.2,0.085,-2.6,-0.8,-3.5,0
Mike Conley,73,175,2007-08,20,MEM,NBA,PG,53,1381,12.6,0.502,0.206,0.278,1.7,9.7,5.6,25.3,1.6,0.1,15.2,18.8,0.6,0.5,1.1,0.038,-1.6,-1.3,-3,-0.3
Mike Conley,73,175,2008-09,21,MEM,NBA,PG,82,2508,14.3,0.548,0.297,0.27,1.2,12.5,6.8,23.7,1.9,0.3,14.9,17.9,2.7,1.9,4.5,0.086,0,-0.3,-0.3,1.1
Mike Conley,73,175,2009-10,22,MEM,NBA,PG,80,2569,13.9,0.526,0.255,0.225,1.4,7.3,4.3,24.8,2.2,0.4,15.7,18.4,2.6,1.3,4,0.074,0,-0.6,-0.6,0.9
Mike Conley,73,175,2010-11,23,MEM,NBA,PG,81,2872,15.9,0.521,0.228,0.259,1.3,9,5.1,28,2.6,0.5,14.2,19.4,3.4,3.2,6.6,0.111,0.7,0.5,1.2,2.3
Mike Conley,73,175,2011-12,24,MEM,NBA,PG,62,2174,16.8,0.523,0.232,0.231,1.2,7.4,4.2,29.8,3.3,0.4,14.2,18.3,3.6,2.8,6.4,0.141,1,1.4,2.4,2.4
Mike Conley,73,175,2012-13,25,MEM,NBA,PG,80,2757,18.3,0.549,0.312,0.3,1.8,7.9,4.8,29.5,3.4,0.7,15.1,21,5.1,4.7,9.9,0.172,2.3,2.3,4.6,4.6
Mike Conley,73,175,2013-14,26,MEM,NBA,PG,73,2446,20,0.545,0.283,0.268,2,8.4,5.2,30.1,2.4,0.4,11.5,24.6,5.5,2.7,8.2,0.161,3.4,0.3,3.8,3.6
Mike Conley,73,175,2014-15,27,MEM,NBA,PG,70,2225,18.6,0.558,0.314,0.282,1.5,9.2,5.4,28,2.1,0.5,13.6,23.7,4.2,2.7,6.8,0.147,2.6,0.2,2.8,2.7
Mike Conley,73,175,2015-16,28,MEM,NBA,PG,56,1761,19.4,0.538,0.309,0.329,1.6,9.3,5.3,32.7,2,0.8,9.5,22.4,4.2,1.1,5.3,0.145,3.5,-0.5,3,2.2
Mike Conley,73,175,2016-17,29,MEM,NBA,PG,69,2292,23.2,0.604,0.415,0.365,1.5,10.8,6,34.5,2.1,0.8,11.8,26.3,7.5,2.5,10,0.209,6,0.8,6.8,5.1
Mike Conley,73,175,2017-18,30,MEM,NBA,PG,12,373,15.4,0.52,0.458,0.393,0,8.6,4.2,22.2,1.6,0.8,8.4,25.9,0.4,0.2,0.6,0.077,1.3,-0.8,0.5,0.2
Mike Conley,73,175,2018-19,31,MEM,NBA,PG,70,2342,21.4,0.569,0.38,0.363,1.9,9.7,5.7,33.4,2,0.9,9.1,27.3,5.7,2.3,8,0.164,4.6,0.1,4.7,3.9
Mike Conley,73,175,2019-20,32,UTA,NBA,PG,41,1171,13.7,0.527,0.438,0.241,2.7,9.5,6.2,22.8,1.3,0.3,12.4,23,1,1,2.1,0.085,0.4,-0.4,0,0.6
Pat Connaughton,NA,NA,2015-16,23,POR,NBA,SG,34,143,4.6,0.352,0.429,0.102,8.3,15.9,12.1,9.9,0.7,0,16.3,18.7,-0.3,0.1,-0.2,-0.076,-4.8,-3.2,-8,-0.2
Pat Connaughton,NA,NA,2016-17,24,POR,NBA,SG,39,316,11.8,0.645,0.458,0.125,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13,0.4,0.2,0.6,0.09,-0.4,-0.4,-0.8,0.1
Pat Connaughton,NA,NA,2017-18,25,POR,NBA,SG,82,1488,9.3,0.539,0.538,0.113,2.7,9.1,5.9,8.7,0.8,1.2,9.5,13.4,1.2,1.3,2.5,0.08,-1.7,-0.1,-1.8,0.1
Pat Connaughton,NA,NA,2018-19,26,MIL,NBA,SG,61,1261,13.6,0.573,0.571,0.114,5.2,15,10.4,12.6,1.2,1.7,8.2,13.3,2,1.9,3.9,0.149,0.3,0.8,1.2,1
Pat Connaughton,NA,NA,2019-20,27,MIL,NBA,SG,61,1119,11.2,0.558,0.525,0.138,5.3,16.9,11.4,10.6,0.8,2.3,14.5,11.9,0.9,2.1,3,0.13,-1.1,1.6,0.5,0.7
Quinn Cook,73,179,2016-17,23,TOT,NBA,PG,14,188,11.8,0.579,0.394,0.076,0.6,3.6,2,22.8,1.1,0,16,19.6,0.1,0.1,0.2,0.047,-1.6,-1.5,-3.1,-0.1
Quinn Cook,73,179,2017-18,24,GSW,NBA,PG,33,740,12.8,0.593,0.413,0.099,1.6,10.2,6.2,16.6,0.8,0.1,10.8,17.5,1.1,0.4,1.6,0.101,-0.1,-1.5,-1.6,0.1
Quinn Cook,73,179,2018-19,25,GSW,NBA,PG,74,1059,13.1,0.565,0.456,0.059,2.3,13,7.9,15.2,0.9,0.2,10,20.2,1,0.8,1.8,0.082,-0.5,-1.6,-2.1,0
Quinn Cook,73,179,2019-20,26,LAL,NBA,PG,38,409,10.5,0.517,0.382,0.052,1.9,8.6,5.3,13.9,1.3,0.2,12.4,20.8,-0.1,0.4,0.4,0.043,-2.3,-1,-3.3,-0.1
Tyler Cook,80,255,2019-20,22,CLE,NBA,PF,11,35,23.8,0.752,0,0.6,12.6,19.2,15.9,4.5,1.4,0,7.3,16.7,0.2,0,0.2,0.244,3,-0.6,2.4,0
Charles Cooke,77,196,2017-18,23,NOP,NBA,SG,13,38,-5.1,0.202,0.571,0.143,0,5.5,2.9,3.2,1.3,0,6.3,18.1,-0.2,0,-0.2,-0.239,-10.4,-4,-14.4,-0.1
Jack Cooley,81,260,2014-15,23,UTA,NBA,C,16,87,11.4,0.432,0,0.955,13.3,19.8,16.6,1.8,3.7,2.8,8.8,18,0,0.2,0.2,0.092,-6.6,1,-5.7,-0.1
Jack Cooley,81,260,2017-18,26,SAC,NBA,PF,7,87,19.7,0.566,0,0.704,17.6,21.9,19.6,10.5,0.6,0,7.8,19.8,0.3,0,0.3,0.182,0.9,-1.4,-0.6,0
Matt Costello,81,245,2017-18,24,SAS,NBA,C,4,32,9.7,0.5,0,0,3.4,27.9,15.6,8.3,3.2,5.2,20,7,0,0.1,0.1,0.127,-6,5.3,-0.7,0
DeMarcus Cousins,82,270,2010-11,20,SAC,NBA,C,81,2309,14.6,0.484,0.018,0.4,10.4,24.4,17.2,14.7,1.9,2.1,18.5,27.2,-1.9,2.9,1.1,0.022,-2.7,0.1,-2.6,-0.4
DeMarcus Cousins,82,270,2011-12,21,SAC,NBA,C,64,1950,21.7,0.499,0.014,0.373,14.2,25.9,19.8,9.5,2.4,2.8,12.8,29.7,2.1,2.2,4.2,0.104,0.4,-1.3,-0.8,0.6
DeMarcus Cousins,82,270,2012-13,22,SAC,NBA,C,75,2289,20.2,0.524,0.021,0.408,10.9,27,18.7,15.3,2.4,1.9,15.5,28.1,2,2.3,4.4,0.092,0.7,-0.5,0.2,1.2
DeMarcus Cousins,82,270,2013-14,23,SAC,NBA,C,71,2298,26.1,0.555,0.006,0.5,10.6,30.5,20.4,17.8,2.4,3.2,14.7,32.7,4.1,3.8,7.9,0.166,3.6,1.6,5.2,4.2
DeMarcus Cousins,82,270,2014-15,24,SAC,NBA,C,59,2013,25.2,0.545,0.008,0.508,10.8,30.6,21.1,20.4,2.3,4,16.3,34.1,2.8,3.2,6,0.144,2.8,1.5,4.3,3.2
DeMarcus Cousins,82,270,2015-16,25,SAC,NBA,C,65,2246,23.6,0.538,0.158,0.498,7.7,28.2,18,17,2.2,3.3,13.3,35.4,2.4,3.3,5.7,0.122,2.7,0.6,3.3,3
DeMarcus Cousins,82,270,2016-17,26,TOT,NBA,C,72,2465,25.8,0.562,0.253,0.468,7,29.2,18.2,25.8,2,3.4,13.5,36.5,3.9,3.8,7.6,0.149,5,1.8,6.8,5.5
DeMarcus Cousins,82,270,2017-18,27,NOP,NBA,C,48,1737,22.6,0.583,0.34,0.456,6.8,30.9,19.2,23,2.2,3.5,18.9,31.9,1.5,3.2,4.7,0.13,2.5,2.2,4.7,2.9
DeMarcus Cousins,82,270,2018-19,28,GSW,NBA,C,30,771,21.4,0.562,0.256,0.388,6.2,27,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.4,2.6,3,1
Robert Covington,79,211,2013-14,23,HOU,NBA,SF,7,34,15,0.571,0.786,0,6.9,9.3,8.2,0,2.9,0,6.7,19.3,0.1,0,0.1,0.122,1.5,-0.8,0.7,0
Robert Covington,79,211,2014-15,24,PHI,NBA,SF,70,1956,14.7,0.554,0.59,0.287,3.4,14.6,8.8,9.8,2.5,1.3,13.1,21.8,1.6,2.3,4,0.097,0.3,0.4,0.7,1.3
Robert Covington,79,211,2015-16,25,PHI,NBA,SF,67,1903,13.2,0.543,0.677,0.249,3.6,20.9,12,8.4,2.7,1.6,15.3,21.5,-0.1,2.1,2,0.05,-1.1,0.1,-0.9,0.5
Robert Covington,79,211,2016-17,26,PHI,NBA,SF,67,2119,13.2,0.534,0.563,0.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,0,3.2,3.1,0.071,-1.2,1.4,0.2,1.1
Robert Covington,79,211,2017-18,27,PHI,NBA,SF,80,2532,12.9,0.563,0.658,0.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,1.6,4.5,6.1,0.116,-0.2,1.7,1.5,2.3
Robert Covington,79,211,2018-19,28,TOT,NBA,SF,35,1203,13.3,0.58,0.622,0.246,2.5,14.6,8.5,5.2,2.9,3.2,10.5,15.6,0.9,1.6,2.5,0.1,-0.5,2.1,1.6,1.1
Robert Covington,79,211,2019-20,29,TOT,NBA,PF,62,1867,13.6,0.571,0.654,0.167,3,19.9,11.2,5.8,2.4,3.6,11.8,17.4,0.9,2.4,3.3,0.085,-1,1.1,0.1,1
Allen Crabbe,NA,NA,2013-14,21,POR,NBA,SG,15,100,7.7,0.475,0.424,0.121,1.1,8.5,4.8,8.7,1,0.7,7.9,16.5,0,0.1,0.1,0.037,-4.6,-1.4,-6.1,-0.1
Allen Crabbe,NA,NA,2014-15,22,POR,NBA,SG,51,683,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,0.088,-2.4,1.5,-0.8,0.2
Allen Crabbe,NA,NA,2015-16,23,POR,NBA,SG,81,2105,12.2,0.572,0.42,0.167,1.4,9.7,5.6,7.2,1.5,0.6,8.1,16.4,3.1,1.2,4.3,0.098,-0.9,-0.1,-1,0.5
Allen Crabbe,NA,NA,2016-17,24,POR,NBA,SG,79,2254,11.6,0.602,0.467,0.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,3.1,1,4.2,0.089,-0.7,-0.6,-1.3,0.4
Allen Crabbe,NA,NA,2017-18,25,BRK,NBA,SG,75,2197,12.3,0.558,0.643,0.163,1.3,14.4,7.8,8.4,1,1.2,8.1,19,1.8,1.4,3.2,0.07,0,-0.7,-0.7,0.7
Allen Crabbe,NA,NA,2018-19,26,BRK,NBA,SG,43,1133,7.7,0.519,0.694,0.15,1.5,12.2,6.9,5.8,1,0.9,10.4,16.4,-0.2,1,0.8,0.035,-2.4,-0.4,-2.8,-0.2
Allen Crabbe,NA,NA,2019-20,27,TOT,NBA,SG,37,653,6,0.47,0.672,0.079,1.8,11,6.3,6.8,1.1,0.5,8.5,12.7,-0.2,0.1,-0.1,-0.007,-3.7,-1.5,-5.3,-0.5
Torrey Craig,79,215,2017-18,27,DEN,NBA,SF,39,629,9.8,0.535,0.423,0.255,7.2,15.5,11.4,5.4,0.9,2,11.6,11.9,0.5,0.4,0.9,0.069,-2.2,-0.7,-2.9,-0.1
Torrey Craig,79,215,2018-19,28,DEN,NBA,SF,75,1503,10.4,0.547,0.519,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3,0.096,-2,0.2,-1.9,0
Torrey Craig,79,215,2019-20,29,DEN,NBA,SF,50,869,10.4,0.559,0.524,0.149,6.1,13.8,10,5.2,1,3.4,9,12.2,0.8,0.9,1.7,0.095,-2.4,0.1,-2.3,-0.1
Jamal Crawford,77,185,2000-01,20,CHI,NBA,PG,61,1050,8.5,0.442,0.385,0.112,1,9.4,5,23,2.2,1,21,17.9,-1.3,0.4,-0.9,-0.043,-2.9,-1.5,-4.4,-0.6
Jamal Crawford,77,185,2001-02,21,CHI,NBA,PG,23,481,15.3,0.555,0.31,0.07,1.2,7.2,4.1,21.8,2,0.8,14.2,21.5,0.4,0.2,0.6,0.055,1.7,-1.9,-0.2,0.2
Jamal Crawford,77,185,2002-03,22,CHI,NBA,PG,80,1992,15.4,0.496,0.3,0.16,1.2,9,5.1,28.8,2,0.9,13.4,22.2,1.6,1.1,2.8,0.067,1.1,-0.8,0.4,1.2
Jamal Crawford,77,185,2003-04,23,CHI,NBA,SG,80,2811,15.9,0.486,0.395,0.182,1.7,9.5,5.5,27.5,2.1,0.8,11.9,25.7,1.9,2.1,4.1,0.069,1.9,-0.5,1.4,2.4
Jamal Crawford,77,185,2004-05,24,NYK,NBA,SG,70,2688,15.2,0.521,0.467,0.197,1.4,7.5,4.4,19.2,1.8,0.5,11,22.8,3.1,1.1,4.2,0.075,2.1,-1,1,2.1
Jamal Crawford,77,185,2005-06,25,NYK,NBA,SG,79,2555,15.5,0.544,0.333,0.406,1.7,10.2,5.9,20.9,1.8,0.5,14.4,21.5,3.7,0.8,4.5,0.084,1.6,-1.1,0.5,1.6
Jamal Crawford,77,185,2006-07,26,NYK,NBA,SG,59,2198,14.5,0.517,0.363,0.307,2.4,7.8,5.1,20.9,1.4,0.3,13.9,24.1,2.3,0.9,3.1,0.069,1.2,-1.7,-0.5,0.8
Jamal Crawford,77,185,2007-08,27,NYK,NBA,SG,80,3190,16,0.528,0.355,0.274,1.3,6.3,3.7,22,1.3,0.4,11,24.6,4.6,0.4,5,0.076,2.1,-1.8,0.3,1.9
Jamal Crawford,77,185,2008-09,28,TOT,NBA,PG-SG,65,2479,15.1,0.545,0.386,0.337,1,7.5,4.2,18.1,1.1,0.4,11.2,22.8,3.3,0,3.3,0.065,1.3,-2.6,-1.3,0.5
Jamal Crawford,77,185,2009-10,29,ATL,NBA,SG,79,2460,18.4,0.573,0.386,0.285,1.6,8,4.8,16.1,1.3,0.4,9.9,25.8,5.6,1.7,7.3,0.143,3.5,-1.1,2.4,2.7
Jamal Crawford,77,185,2010-11,30,ATL,NBA,SG,76,2297,14.2,0.545,0.399,0.297,1.2,5.6,3.4,17.7,1.3,0.5,12.8,23.4,1.9,1.4,3.4,0.071,0.6,-1.6,-1,0.6
Jamal Crawford,77,185,2011-12,31,POR,NBA,PG,60,1613,15.7,0.506,0.353,0.28,1.1,7.5,4.3,20.5,1.8,0.7,11.8,26.6,1.6,0.7,2.3,0.069,1,-1.2,-0.2,0.7
Jamal Crawford,77,185,2012-13,32,LAC,NBA,SG,76,2230,16.8,0.558,0.39,0.244,1.2,5.6,3.4,14.4,1.9,0.5,11.5,26,3.7,1.7,5.4,0.116,2.3,-1.3,1,1.7
Jamal Crawford,77,185,2013-14,33,LAC,NBA,SG,69,2094,17.3,0.556,0.441,0.318,1.9,6.4,4.2,17.4,1.4,0.4,10.5,27.2,3.8,1.5,5.3,0.122,3,-1.4,1.6,1.9
Jamal Crawford,77,185,2014-15,34,LAC,NBA,SG,64,1703,16.6,0.532,0.434,0.3,1.2,6.9,4.1,14.9,1.8,0.7,8.8,27.6,2.5,1.2,3.6,0.102,1.9,-1.2,0.7,1.2
Jamal Crawford,77,185,2015-16,35,LAC,NBA,SG,79,2126,14,0.529,0.366,0.289,1,6.3,3.7,14,1.2,0.4,9.6,24.9,1.8,1.5,3.3,0.076,0.1,-1.5,-1.4,0.3
Jamal Crawford,77,185,2016-17,36,LAC,NBA,SG,82,2157,12,0.525,0.37,0.233,0.9,5.7,3.3,15.2,1.4,0.5,12.3,22.7,0.5,1.4,1.9,0.043,-0.8,-1.3,-2.1,0
Jamal Crawford,77,185,2017-18,37,MIN,NBA,SG,80,1653,13,0.519,0.423,0.152,1.4,5.5,3.5,16.9,1.2,0.5,10.7,23.7,0.9,0.3,1.3,0.037,0.1,-2.5,-2.3,-0.1
Jamal Crawford,77,185,2018-19,38,PHO,NBA,SG,64,1211,11.7,0.522,0.461,0.251,0.7,7.2,3.9,27.7,1.3,0.8,16.9,20.8,0.1,0,0.2,0.006,-1.1,-2.8,-3.9,-0.6
Jordan Crawford,76,195,2010-11,22,TOT,NBA,SG,42,1027,11.8,0.456,0.256,0.168,3.4,8.6,5.9,19.8,2,0.2,13.4,27,-1,0.5,-0.6,-0.026,-1.5,-2.3,-3.8,-0.5
Jordan Crawford,76,195,2011-12,23,WAS,NBA,SG,64,1753,14.5,0.488,0.313,0.233,2.8,8.1,5.4,19.3,1.7,0.2,12.8,28.1,0.3,0.7,1.1,0.029,0.4,-2.1,-1.7,0.1
Jordan Crawford,76,195,2012-13,24,TOT,NBA,SG,70,1709,13.8,0.512,0.339,0.219,2.9,10.9,6.9,23.5,1.2,0.3,15.1,25.3,0.2,1.7,1.9,0.052,0.3,-1.1,-0.9,0.5
Jordan Crawford,76,195,2013-14,25,TOT,NBA,SG-PG,81,1859,14.3,0.516,0.362,0.214,1.7,9.5,5.5,25.1,1.3,0.2,13.4,23.7,1.5,1.4,2.8,0.073,0.6,-1.2,-0.6,0.6
Jordan Crawford,76,195,2016-17,28,NOP,NBA,SG,19,442,17.6,0.582,0.436,0.119,0.9,7.2,4.1,22.7,1.2,0.4,9.8,25.5,0.6,0.3,0.9,0.102,2.2,-0.9,1.3,0.4
Jordan Crawford,76,195,2017-18,29,NOP,NBA,SG,5,53,19.1,0.601,0.519,0.037,4.2,4,4.1,37.7,0.9,1.5,15.4,26.5,0.1,0,0.2,0.15,4.9,-0.7,4.2,0.1
Mitch Creek,77,216,2018-19,26,TOT,NBA,SF,5,48,20.2,0.55,0.125,0.438,13.2,13.1,13.2,18.6,2,0,5,17.6,0.1,0,0.2,0.196,2.4,1.1,3.5,0.1
Jae Crowder,NA,NA,2012-13,22,DAL,NBA,SF,78,1353,10.2,0.491,0.523,0.199,2.9,12.3,7.7,10,2.4,1,10.9,15.1,0.2,1.3,1.5,0.055,-1.9,0.9,-1,0.3
Jae Crowder,NA,NA,2013-14,23,DAL,NBA,SF,78,1254,11.9,0.551,0.51,0.206,4.3,13.5,8.9,6.7,2.4,1.4,11.3,13.2,1.2,1.1,2.3,0.089,-0.7,0.8,0.2,0.7
Jae Crowder,NA,NA,2014-15,24,TOT,NBA,SF,82,1647,13.9,0.517,0.382,0.259,4.7,14.9,9.7,8.6,2.2,1.2,7.5,17.5,1.9,2,3.9,0.113,-0.2,0.7,0.5,1
Jae Crowder,NA,NA,2015-16,25,BOS,NBA,SF,73,2308,15.8,0.565,0.446,0.294,3.2,14.2,8.6,8.9,2.7,1.2,8.3,18.5,3.8,3.5,7.3,0.152,0.8,1.4,2.2,2.5
Jae Crowder,NA,NA,2016-17,26,BOS,NBA,SF,72,2335,14.9,0.613,0.547,0.301,2.3,17.3,9.9,10.1,1.6,0.8,8.9,17,4.1,2.5,6.7,0.137,1,-0.1,0.9,1.7
Jae Crowder,NA,NA,2017-18,27,TOT,NBA,SF,80,2090,10.4,0.525,0.508,0.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,1,1.6,2.6,0.06,-1.9,-0.6,-2.5,-0.3
Jae Crowder,NA,NA,2018-19,28,UTA,NBA,SF,80,2166,12.1,0.538,0.655,0.247,3.1,15.9,9.6,8.9,1.4,1.1,8.8,19.1,1.3,3.1,4.4,0.097,-0.3,0.6,0.3,1.2
Jae Crowder,NA,NA,2019-20,29,TOT,NBA,SF,58,1695,12.1,0.532,0.692,0.236,3.1,18.7,11.1,11.7,1.9,1.1,9.9,15.6,1.2,2,3.2,0.09,-0.9,0.3,-0.6,0.6
Jarrett Culver,78,195,2019-20,20,MIN,NBA,SG,63,1506,9.6,0.467,0.388,0.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,-1.2,1.1,-0.1,-0.004,-3.2,-0.8,-4,-0.8
Dante Cunningham,80,230,2009-10,22,POR,NBA,PF,63,707,14.3,0.517,0.009,0.224,9.4,18.7,14,3.3,1.9,2.5,6,16.8,0.9,1,1.9,0.129,-2,0.2,-1.8,0
Dante Cunningham,80,230,2010-11,23,TOT,NBA,PF,78,1637,10.7,0.483,0.028,0.131,6.9,13.9,10.3,4.3,1.8,2.2,9.3,15.7,0.3,1.7,2,0.06,-3.2,-0.1,-3.3,-0.5
Dante Cunningham,80,230,2011-12,24,MEM,NBA,PF,64,1124,14.9,0.538,0.007,0.247,9.3,16.4,12.8,5.2,2,2.5,8.6,13.6,1.8,1.7,3.4,0.147,-0.3,1,0.8,0.8
Dante Cunningham,80,230,2012-13,25,MIN,NBA,PF,80,2010,13.3,0.485,0.009,0.154,7.8,15.6,11.6,5.7,2.2,1.5,7.3,17.2,1.1,2.4,3.5,0.084,-1.8,0.4,-1.4,0.3
Dante Cunningham,80,230,2013-14,26,MIN,NBA,PF,81,1635,12.6,0.474,0.01,0.132,7.3,14.9,11,7.7,1.9,2.7,7.2,15.1,0.9,2,2.9,0.085,-1.7,0.9,-0.8,0.5
Dante Cunningham,80,230,2014-15,27,NOP,NBA,PF,66,1652,8.9,0.473,0.029,0.139,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,0.5,1.2,1.6,0.047,-2.8,0.4,-2.5,-0.2
Dante Cunningham,80,230,2015-16,28,NOP,NBA,SF,80,1971,8.6,0.54,0.422,0.199,3.1,10.4,6.6,5.6,1.1,1.4,8.4,11,1.5,0.7,2.1,0.052,-2.3,-0.5,-2.8,-0.4
Dante Cunningham,80,230,2016-17,29,NOP,NBA,PF,66,1649,10.2,0.586,0.504,0.075,3.6,14.2,8.9,3.2,1.2,1.4,7,10.7,1.4,1.6,3,0.088,-1.9,0.3,-1.6,0.2
